RFBHX36,UNDH,MAD,BPMS:UNDH:3690,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 36,BPM,,CAVITYX-1,1644.418734,5395.074587,3659.070838,12004.825584,617.0790738,2024.537644,611.073318,2004.83372,,,,"	- NO SECTION -",,,,,,N,.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659.070838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659.070838,BPMS:UNDH%25,BPMS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
PSHXH36,UNDH,MAD,PHAS:UNDH:3695,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 36,USEG,,PS45,1644.546234,5395.492894,3659.198337,12005.243888,617.2065738,2024.955951,611.200818,2005.252028,,,,"	- NO SECTION -",,,,,,N,.0495,,,,,,,,,,,,,,,,,,,,,,.045,2.737835702998,,,,,,3659.198337,,,,,,,,,,,,,,,,,,,,,,.045,2.737835702998,,,,,,3659.198337,PHAS:UNDH%25,PHAS:%25,"Commissioned, Online",04/22/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
VGCC_UND1_2200,UND,NONMAD,VGCC:UND1:2200,,,,,,,CABLES,I,AD_ACCEL,UND S7,UH,,INST,,MKS 104220006,1644.628,5395.761155,3659.302,12005.583989,,,611.311,2005.613517,,"SIOC-UND1-VA11, SIOC-ALH0-VAC00, SIOC-UND1-VA01","#NONMAD ELEMENT NAME CHANGED FROM ""VGCC UND1 2200"" ON 09-OCT-2013 10:37:39##NONMAD ELEMENT NAME CHANGED FROM ""VGCC 2200"" ON 13-FEB-2009 13:39:27##NONMAD ELEMENT NAME CHANGED FROM ""VGCC2200"" ON 13-JAN-","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGCC:UND1%25,VGCC:%25,,,
VGPR_UND1_2200,UND,NONMAD,VGPR:UND1:2200,,,,,,,CABLES,I,AD_ACCEL,UND S7,UH,,INST,,MK10317000024SH,1644.628,5395.761155,3659.302,12005.583989,,,611.311,2005.613517,,"SIOC-UND1-VA11, SIOC-ALH0-VAC00","#NONMAD ELEMENT NAME CHANGED FROM ""VGPR UND1 2200"" ON 09-OCT-2013 10:37:47##NONMAD ELEMENT NAME CHANGED FROM ""VVPR 2200"" ON 13-FEB-2009 13:34:50##NONMAD ELEMENT NAME CHANGED FROM ""VGPR2200"" ON 13-JAN-","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGPR:UND1%25,VGPR:%25,,,
VPIO_UNDH_3697,UNDH,NONMAD,VPIO:UNDH:3697,,,,,,,CABLES,A,AD_ACCEL,,,HXR 36,PUMP,,GAMMA 25S-DI-2V-SC-N-N,,,3659.303,12005.58727,,,607.859992,1994.291312,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VPIO_UND_HXR36"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:UNDH%25,VPIO:%25,,,
VVPG_UND1_2500,UND,NONMAD,VVPG:UND1:2500,,,,,,,CABLES,I,AD_ACCEL,UND S7,UH,,INST,,VAT # 4813-CE44,1644.727853,5396.088757,3659.401922,12005.911818,,,611.4,2005.905512,,"SIOC-UND1-VA11, SIOC-ALH0-VAC00, IOC-BSY0-MP01","#NONMAD ELEMENT NAME CHANGED FROM ""VVPG UND1 2500"" ON 09-OCT-2013 10:37:40##NONMAD ELEMENT NAME CHANGED FROM ""VVPG 2500"" ON 13-FEB-2009 13:58:27##NONMAD ELEMENT NAME CHANGED FROM ""VACV 2500"" ON 13-JAN","	- NO SECTION -",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VVPG:UND1%25,VVPG:%25,,,
VPIO_UND1_2510,UND,NONMAD,VPIO:UND1:2510,,,,,,,CABLES,I,AD_ACCEL,UND S9,UH,,PUMP,002187,GAMMA 20S-DI-2V-VR-N,1644.894853,5396.636657,3659.568922,12006.459718,,,611.567,2006.453412,,"SIOC-UND1-VA11, SIOC-ALH0-VAC00","#NONMAD ELEMENT NAME CHANGED FROM ""VPIO UND1 2510"" ON 09-OCT-2013 10:37:45##NONMAD ELEMENT NAME CHANGED FROM ""VPIO 2510"" ON 13-FEB-2009 13:18:24#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:UND1%25,VPIO:%25,,,
PSSXH37,UNDS,MAD,PHAS:UNDS:3770,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 37,USEG,,PS97.5,3669.852466,12040.198379,3659.708009,12006.91604,879.4583068,2885.361899,611.710495,2006.924196,,,,"	- NO SECTION -",,,,,,N,.1073,,,,,,,,,,,,,,,,,,,,,,.0975,3.564917996186,,,,,,3659.708009,,,,,,,,,,,,,,,,,,,,,,.0975,3.564917996186,,,,,,3659.708009,PHAS:UNDS%25,PHAS:%25,"Commissioned, Online",04/22/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
QSXH37,UNDS,MAD,QUAD:UNDS:3780,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 37,QUAD,4087,0.433Q3.1,3670.158462,12041.202303,3660.014001,12007.919951,879.7643028,2886.365823,612.016491,2007.92812,,,,"	- NO SECTION -",,,,,,N,.084,,,,,,,,,,-29.999999927592,35.714285628086,,,,,,,,,,,,,,,,,,3660.014001,,,,,,,,,,-29.999999927592,35.714285628086,,,,,,,,,,,,,,,,,,3660.014001,QUAD:UNDS%25,QUAD:%25,"Commissioned, Online",05/04/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
XCSX37,UNDS,MAD,XCOR:UNDS:3780,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 37,XCOR,4087X,TYPE-U,3670.158462,12041.202303,3660.014001,12007.919951,879.7643028,2886.365823,612.016491,2007.92812,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.014001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.014001,XCOR:UNDS%25,XCOR:%25,"Commissioned, Online",05/04/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
YCSX37,UNDS,MAD,YCOR:UNDS:3780,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 37,YCOR,4087Y,TYPE-U,3670.158462,12041.202303,3660.014001,12007.919951,879.7643028,2886.365823,612.016491,2007.92812,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.014001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.014001,YCOR:UNDS%25,YCOR:%25,"Commissioned, Online",05/04/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
RFBSX37,UNDS,MAD,BPMS:UNDS:3790,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 37,BPM,,CAVITYX-1,3670.288462,12041.628812,3660.144,12008.346457,879.8943028,2886.792332,612.146491,2008.354629,,,,"	- NO SECTION -",,,,,,N,.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.144,BPMS:UNDS%25,BPMS:%25,,,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
BOD12,UNDS,MAD,YAGS:UNDS:3795,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 37,BOD,,YAG,3670.39197,12041.968406,3660.247507,12008.686047,879.9978108,2887.131925,612.249999,2008.694222,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.247507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.247507,YAGS:UNDS%25,YAGS:%25,,,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
VPIO_UNDS_3797,UNDS,NONMAD,VPIO:UNDS:3797,,,,,,,CABLES,A,AD_ACCEL,,,,PUMP,,GAMMA 25S-DI-2V-SC-N-N,,,3660.263,12008.736877,,,612.259992,2008.727008,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VPIO_UND_SXR37"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:UNDS%25,VPIO:%25,,,
UMAHXH37,UNDH,MAD,USEG:UNDH:3750,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,USEG,,HGVPU26,1646.471401,5401.809058,3661.123482,12011.55998,619.1317405,2031.272114,613.125985,2011.568192,,,,"	- NO SECTION -",,,,,,N,3.354,,,,,,,,,,,,,,,,,,,,,,.026,2,,,,,,3661.123482,,,,,,,,,,,,,,,,,,,,,,.026,2,,,,,,3661.123482,USEG:UNDH%25,USEG:%25,"Commissioned, Online",04/22/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
XCHU37,UNDH,MAD,EFC:UNDH:3750:X,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,EFC,,TYPE-V,1646.471401,5401.809058,3661.123482,12011.55998,619.1317405,2031.272114,613.125985,2011.568192,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.123482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.123482,EFC:UNDH%25,EFC:%25,"Commissioned, Online",06/19/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
YCHU37,UNDH,MAD,EFC:UNDH:3750:Y,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,EFC,,TYPE-V,1646.471401,5401.809058,3661.123482,12011.55998,619.1317405,2031.272114,613.125985,2011.568192,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.123482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.123482,EFC:UNDH%25,EFC:%25,"Commissioned, Online",06/19/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
UMASXH38,UNDS,MAD,USEG:UNDS:3850,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,USEG,,VGHPU56,3672.358462,12048.420151,3662.213977,12015.13772,881.9643028,2893.583671,614.216491,2015.145968,,,,"	- NO SECTION -",,,,,,N,3.36,,,,,,,,,,,,,,,,,,,,,,.056,4.5,,,,,,3662.213977,,,,,,,,,,,,,,,,,,,,,,.056,4.5,,,,,,3662.213977,USEG:UNDS%25,USEG:%25,"Commissioned, Online",04/22/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
XCSU38,UNDS,MAD,EFC:UNDS:3850:X,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,EFC,,TYPE-V,3672.358462,12048.420151,3662.213977,12015.13772,881.9643028,2893.583671,614.216491,2015.145968,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.213977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.213977,EFC:UNDS%25,EFC:%25,"Commissioned, Online",06/19/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
YCSU38,UNDS,MAD,EFC:UNDS:3850:Y,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,EFC,,TYPE-V,3672.358462,12048.420151,3662.213977,12015.13772,881.9643028,2893.583671,614.216491,2015.145968,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.213977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.213977,EFC:UNDS%25,EFC:%25,"Commissioned, Online",06/19/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
QHXH37,UNDH,MAD,QUAD:UNDH:3780,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,QUAD,000717,0.433Q3.1,1648.301401,5407.812995,3662.953462,12017.563852,620.9617405,2037.276052,614.955985,2017.572129,,,,"	- NO SECTION -",,,,,,N,.084,,,,,,,,,,29.999999927592,-35.714285628086,,,,,,,,,,,,,,,,,,3662.953462,,,,,,,,,,29.999999927592,-35.714285628086,,,,,,,,,,,,,,,,,,3662.953462,QUAD:UNDH%25,QUAD:%25,"Commissioned, Online",05/04/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
XCHX37,UNDH,MAD,XCOR:UNDH:3780,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,XCOR,000717X,TYPE-U,1648.301401,5407.812995,3662.953462,12017.563852,620.9617405,2037.276052,614.955985,2017.572129,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.953462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.953462,XCOR:UNDH%25,XCOR:%25,"Commissioned, Online",05/04/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
YCHX37,UNDH,MAD,YCOR:UNDH:3780,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,YCOR,000717Y,TYPE-U,1648.301401,5407.812995,3662.953462,12017.563852,620.9617405,2037.276052,614.955985,2017.572129,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.953462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.953462,YCOR:UNDH%25,YCOR:%25,"Commissioned, Online",05/04/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
RFBHX37,UNDH,MAD,BPMS:UNDH:3790,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,BPM,,CAVITYX-1,1648.431401,5408.239505,3663.083461,12017.990358,621.0917405,2037.702561,615.085985,2017.998638,,,,"	- NO SECTION -",,,,,,N,.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663.083461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663.083461,BPMS:UNDH%25,BPMS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
PSHXH37,UNDH,MAD,PHAS:UNDH:3795,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 37,USEG,,PS45,1648.558901,5408.657812,3663.21096,12018.408661,621.2192405,2038.120868,615.213485,2018.416946,,,,"	- NO SECTION -",,,,,,N,.0495,,,,,,,,,,,,,,,,,,,,,,.045,2.737835702998,,,,,,3663.21096,,,,,,,,,,,,,,,,,,,,,,.045,2.737835702998,,,,,,3663.21096,PHAS:UNDH%25,PHAS:%25,"Commissioned, Online",04/22/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
VGCC_UNDH_3797,UNDH,NONMAD,VGCC:UNDH:3797,,,,,,,CABLES,A,AD_ACCEL,,,HXR 37,INST,,MKS 104220008,,,3663.316,12018.753281,,,,,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VGCC_UND_HXR37"" ON 14-APR-2023 17:23:32#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGCC:UNDH%25,VGCC:%25,,,
VGPR_UNDH_3797,UNDH,NONMAD,VGPR:UNDH:3797,,,,,,,CABLES,A,AD_ACCEL,,,HXR 37,INST,,MKS 103170024SH,,,3663.316,12018.753281,,,,,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VGPR_UND_HXR37"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGPR:UNDH%25,VGPR:%25,,,
VPIO_UNDH_3797,UNDH,NONMAD,VPIO:UNDH:3797,,,,,,,CABLES,A,AD_ACCEL,,,HXR 37,PUMP,,GAMMA 25S-DI-2V-SC-N-N,,,3663.316,12018.753281,,,612.259992,2008.727008,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VPIO_UND_HXR37"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:UNDH%25,VPIO:%25,,,
VVPG_UND_HXR37,UNDH,NONMAD,VVPG:UNDH:3798,,,,,,,CABLES,A,AD_ACCEL,,,HXR 37,INST,,48124-CE44-APU1,,,3663.316,12018.753281,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VVPG:UNDH%25,VVPG:%25,,,
VPIO_UND1_2610,UND,NONMAD,VPIO:UND1:2610,,,,,,,CABLES,I,AD_ACCEL,UND S9,UH,,PUMP,002190,GAMMA 20S-DI-2V-VR-N,1648.764853,5409.333507,3663.438922,12019.156568,,,615.437,2019.150262,,"SIOC-UND1-VA11, SIOC-ALH0-VAC00","#NONMAD ELEMENT NAME CHANGED FROM ""VPIO UND1 2610"" ON 09-OCT-2013 10:37:35##NONMAD ELEMENT NAME CHANGED FROM ""VPIO 2610"" ON 13-FEB-2009 13:24:02#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:UND1%25,VPIO:%25,,,
PSSXH38,UNDS,MAD,PHAS:UNDS:3870,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,USEG,,PS97.5,3674.252466,12054.634075,3664.107961,12021.351578,883.8583068,2899.797594,616.110495,2021.359892,,,,"	- NO SECTION -",,,,,,N,.1073,,,,,,,,,,,,,,,,,,,,,,.0975,3.564917996186,,,,,,3664.107961,,,,,,,,,,,,,,,,,,,,,,.0975,3.564917996186,,,,,,3664.107961,PHAS:UNDS%25,PHAS:%25,"Commissioned, Online",04/22/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
VGCC_UNDS_3876,UNDS,NONMAD,VGCC:UNDS:3876,,,,,,,CABLES,A,AD_ACCEL,,,,INST,,MKS 104220008,,,3664.306,12022.001312,,,616.306492,2022.002927,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VGCC_UND_SXR38U"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGCC:UNDS%25,VGCC:%25,,,
VGPR_UNDS_3876,UNDS,NONMAD,VGPR:UNDS:3876,,,,,,,CABLES,A,AD_ACCEL,,,,INST,,MKS 103170024SH,,,3664.306,12022.001312,,,616.306492,2022.002927,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VGPR_UND_SXR38U"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGPR:UNDS%25,VGPR:%25,,,
VVPG_UND_SXR38,UNDS,NONMAD,VVPG:UNDS:3877,,,,,,,CABLES,A,AD_ACCEL,,,,INST,,48124-CE44-APU1,,,3664.306,12022.001312,,,616.306492,2022.002927,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VVPG:UNDS%25,VVPG:%25,,,
QSXH38,UNDS,MAD,QUAD:UNDS:3880,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,QUAD,4077,0.433Q3.1,3674.558462,12055.637999,3664.413954,12022.355492,884.1643028,2900.801518,616.416491,2022.363816,,,,"	- NO SECTION -",,,,,,N,.084,,,,,,,,,,29.999999927592,-35.714285628086,,,,,,,,,,,,,,,,,,3664.413954,,,,,,,,,,29.999999927592,-35.714285628086,,,,,,,,,,,,,,,,,,3664.413954,QUAD:UNDS%25,QUAD:%25,"Commissioned, Online",05/04/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
XCSX38,UNDS,MAD,XCOR:UNDS:3880,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,XCOR,4077X,TYPE-U,3674.558462,12055.637999,3664.413954,12022.355492,884.1643028,2900.801518,616.416491,2022.363816,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.413954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.413954,XCOR:UNDS%25,XCOR:%25,"Commissioned, Online",05/04/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
YCSX38,UNDS,MAD,YCOR:UNDS:3880,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,YCOR,4077Y,TYPE-U,3674.558462,12055.637999,3664.413954,12022.355492,884.1643028,2900.801518,616.416491,2022.363816,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.413954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.413954,YCOR:UNDS%25,YCOR:%25,"Commissioned, Online",05/04/2020,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
RFBSX38,UNDS,MAD,BPMS:UNDS:3890,UNDS,,,,308,76,SYMBOLS,A,AD_ACCEL,U03S,,SXR 38,BPM,,CAVITYX-1,3674.688462,12056.064508,3664.543952,12022.781995,884.2943028,2901.228028,616.546491,2022.790325,,,,"	- NO SECTION -",,,,,,N,.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.543952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.543952,BPMS:UNDS%25,BPMS:%25,,,"CU_SXR, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
VGCC_UNDS_3897,UNDS,NONMAD,VGCC:UNDS:3897,,,,,,,CABLES,A,AD_ACCEL,,,,INST,,MKS 104220008,,,3664.663,12023.172572,,,,,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VGCC_UND_SXR38D"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGCC:UNDS%25,VGCC:%25,,,
VGPR_UNDS_3897,UNDS,NONMAD,VGPR:UNDS:3897,,,,,,,CABLES,A,AD_ACCEL,,,,INST,,MKS 103170024SH,,,3664.663,12023.172572,,,,,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VGPR_UND_SXR38D"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGPR:UNDS%25,VGPR:%25,,,
VPIO_UNDS_3897,UNDS,NONMAD,VPIO:UNDS:3897,,,,,,,CABLES,A,AD_ACCEL,,,,PUMP,,GAMMA 25S-DI-2V-SC-N-N,,,3664.663,12023.172572,,,616.659992,2023.162703,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VPIO_UND_SXR38"" ON 14-APR-2023 17:23:33#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:UNDS%25,VPIO:%25,,,
UMAHXH38,UNDH,MAD,USEG:UNDH:3850,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 38,USEG,,HGVPU26,1650.484067,5414.973973,3665.136105,12024.724754,623.1444072,2044.437031,617.138651,2024.733107,,,,"	- NO SECTION -",,,,,,N,3.354,,,,,,,,,,,,,,,,,,,,,,.026,2,,,,,,3665.136105,,,,,,,,,,,,,,,,,,,,,,.026,2,,,,,,3665.136105,USEG:UNDH%25,USEG:%25,"Commissioned, Online",04/22/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
XCHU38,UNDH,MAD,EFC:UNDH:3850:X,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 38,EFC,,TYPE-V,1650.484067,5414.973973,3665.136105,12024.724754,623.1444072,2044.437031,617.138651,2024.733107,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.136105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.136105,EFC:UNDH%25,EFC:%25,"Commissioned, Online",06/19/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
YCHU38,UNDH,MAD,EFC:UNDH:3850:Y,UNDH,,,,308,76,SYMBOLS,A,AD_ACCEL,U03H,,HXR 38,EFC,,TYPE-V,1650.484067,5414.973973,3665.136105,12024.724754,623.1444072,2044.437031,617.138651,2024.733107,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.136105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.136105,EFC:UNDH%25,EFC:%25,"Commissioned, Online",06/19/2020,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, SC_HXR, SC_HXR2, "
